From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9EPQ7	Q9EPQ7	reviewed	STAR5_MOUSE	StAR-related lipid transfer protein 5 (START domain-containing protein 5) (StARD5)	Stard5	Mus musculus (Mouse)	213
Q9EPQ8-2	Q9EPQ8	reviewed	TCF20_MOUSE	Transcription factor 20 (TCF-20) (Nuclear factor SPBP) (Stromelysin-1 PDGF-responsive element-binding protein) (SPRE-binding protein)	Tcf20 Spbp	Mus musculus (Mouse)	1987
Q9EPR2	Q9EPR2	reviewed	PG12A_MOUSE	Group XIIA secretory phospholipase A2 (GXII sPLA2) (sPLA2-XII) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase 12A)	Pla2g12a Pla2g12	Mus musculus (Mouse)	192
Q9EPR4	Q9EPR4	reviewed	S23A2_MOUSE	Solute carrier family 23 member 2 (Na(+)/L-ascorbic acid transporter 2) (Sodium-dependent vitamin C transporter 2) (SVCT-2) (mSVCT2) (Yolk sac permease-like molecule 2)	Slc23a2 Kiaa0238 Svct2 Yspl2	Mus musculus (Mouse)	648
Q9EPS3	Q9EPS3	reviewed	GLCE_MOUSE	D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin sulfate C5-epimerase) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase)	Glce	Mus musculus (Mouse)	618
Q9EPU0-2	Q9EPU0	reviewed	RENT1_MOUSE	Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)	Upf1 Rent1	Mus musculus (Mouse)	1124
Q9EPU4	Q9EPU4	reviewed	CPSF1_MOUSE	Cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	Cpsf1 Cpsf160	Mus musculus (Mouse)	1441
Q9EPV8	Q9EPV8	reviewed	UBL5_MOUSE	Ubiquitin-like protein 5	Ubl5	Mus musculus (Mouse)	73
Q9EQ06	Q9EQ06	reviewed	DHB11_MOUSE	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Dehydrogenase/reductase SDR family member 8)	Hsd17b11 Dhrs8 Pan1b	Mus musculus (Mouse)	298
Q9EQ15	Q9EQ15	reviewed	GNB1L_MOUSE	Guanine nucleotide-binding protein subunit beta-like protein 1 (G protein subunit beta-like protein 1) (WD repeat-containing protein 14) (WD40 repeat-containing protein deleted in VCFS) (WDVCF)	Gnb1l Estm55 Wdr14	Mus musculus (Mouse)	326
Q9EQ20	Q9EQ20	reviewed	MMSA_MOUSE	Methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1) (Malonate-semialdehyde dehydrogenase [acylating])	Aldh6a1	Mus musculus (Mouse)	535
Q9EQ28	Q9EQ28	reviewed	DPOD3_MOUSE	DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66)	Pold3	Mus musculus (Mouse)	462
Q9EQ32-2	Q9EQ32	reviewed	BCAP_MOUSE	Phosphoinositide 3-kinase adapter protein 1 (B-cell adapter for phosphoinositide 3-kinase) (B-cell phosphoinositide 3-kinase adapter protein 1)	Pik3ap1 Bcap	Mus musculus (Mouse)	811
Q9EQ61	Q9EQ61	reviewed	PESC_MOUSE	Pescadillo homolog	Pes1 Pes	Mus musculus (Mouse)	584
Q9EQ80	Q9EQ80	reviewed	NIF3L_MOUSE	NIF3-like protein 1	Nif3l1	Mus musculus (Mouse)	376
Q9EQC5	Q9EQC5	reviewed	SCYL1_MOUSE	N-terminal kinase-like protein (105 kDa kinase-like protein) (Mitosis-associated kinase-like protein NTKL) (SCY1-like protein 1)	Scyl1	Mus musculus (Mouse)	806
Q9EQC8	Q9EQC8	unreviewed	Q9EQC8_MOUSE	Papillary Renal Cell carcinoma (Translocation-associated) (Papillary renal cell carcinoma-associated protein)	Prcc	Mus musculus (Mouse)	491
Q9EQF2	Q9EQF2	reviewed	KELL_MOUSE	Kell blood group glycoprotein homolog (EC 3.4.24.-) (CD antigen CD238)	Kel	Mus musculus (Mouse)	713
Q9EQG7	Q9EQG7	reviewed	ENPP5_MOUSE	Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 (E-NPP 5) (NPP-5) (EC 3.1.-.-)	Enpp5	Mus musculus (Mouse)	477
Q9EQG9	Q9EQG9	reviewed	CERT_MOUSE	Ceramide transfer protein (CERT) (Collagen type IV alpha-3-binding protein) (Goodpasture antigen-binding protein) (GPBP) (START domain-containing protein 11) (StARD11) (StAR-related lipid transfer protein 11)	Cert1 Cert Col4a3bp Stard11	Mus musculus (Mouse)	624
Q9EQH2	Q9EQH2	reviewed	ERAP1_MOUSE	Endoplasmic reticulum aminopeptidase 1 (EC 3.4.11.-) (ARTS-1) (Adipocyte-derived leucine aminopeptidase) (A-LAP) (Aminopeptidase PILS) (Puromycin-insensitive leucyl-specific aminopeptidase) (PILS-AP) (VEGF-induced aminopeptidase)	Erap1 Appils Arts1	Mus musculus (Mouse)	930
Q9EQH3	Q9EQH3	reviewed	VPS35_MOUSE	Vacuolar protein sorting-associated protein 35 (Maternal-embryonic 3) (Vesicle protein sorting 35)	Vps35 Mem3	Mus musculus (Mouse)	796
Q9EQH4-2	Q9EQH4	reviewed	TAF8_MOUSE	Transcription initiation factor TFIID subunit 8 (Protein taube nuss) (TBP-associated factor 8)	Taf8 Tbn	Mus musculus (Mouse)	308
Q9EQI8	Q9EQI8	reviewed	RM46_MOUSE	Large ribosomal subunit protein mL46 (39S ribosomal protein L46, mitochondrial) (L46mt) (MRP-L46)	Mrpl46	Mus musculus (Mouse)	283
Q9EQJ0	Q9EQJ0	reviewed	TPC1_MOUSE	Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1)	Tpcn1 Kiaa1169 Tpc1	Mus musculus (Mouse)	817
Q9EQK5	Q9EQK5	reviewed	MVP_MOUSE	Major vault protein (MVP)	Mvp	Mus musculus (Mouse)	861
Q9EQK7	Q9EQK7	reviewed	ICMT_MOUSE	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)	Icmt	Mus musculus (Mouse)	283
Q9EQM6	Q9EQM6	reviewed	DGCR8_MOUSE	Microprocessor complex subunit DGCR8 (DiGeorge syndrome critical region 8 homolog) (Gy1)	Dgcr8	Mus musculus (Mouse)	773
Q9EQN3	Q9EQN3	reviewed	T22D4_MOUSE	TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2)	Tsc22d4 Thg1-pit	Mus musculus (Mouse)	387
Q9EQP2	Q9EQP2	reviewed	EHD4_MOUSE	EH domain-containing protein 4 (PAST homolog 2) (mPAST2)	Ehd4 Past2	Mus musculus (Mouse)	541
Q9EQQ0	Q9EQQ0	reviewed	SUV92_MOUSE	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	Suv39h2	Mus musculus (Mouse)	477
Q9EQQ2	Q9EQQ2	reviewed	YIPF5_MOUSE	Protein YIPF5 (YIP1 family member 5) (YPT-interacting protein 1 A)	Yipf5 Yip1a	Mus musculus (Mouse)	257
Q9EQQ9-3	Q9EQQ9	reviewed	OGA_MOUSE	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase)	Oga Hexc Kiaa0679 Mgea5	Mus musculus (Mouse)	916
Q9EQS3	Q9EQS3	reviewed	MYCBP_MOUSE	c-Myc-binding protein (Associate of Myc 1) (AMY-1)	Mycbp Amy1	Mus musculus (Mouse)	103
Q9EQU5	Q9EQU5	reviewed	SET_MOUSE	Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	Set	Mus musculus (Mouse)	289
Q9EQU5-2	Q9EQU5	reviewed	SET_MOUSE	Protein SET (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I)	Set	Mus musculus (Mouse)	289
Q9EQX4	Q9EQX4	reviewed	AIF1L_MOUSE	Allograft inflammatory factor 1-like (Ionized calcium-binding adapter molecule 2)	Aif1l Iba2	Mus musculus (Mouse)	150
Q9EQY0	Q9EQY0	reviewed	ERN1_MOUSE	Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) (Inositol-requiring protein 1) (Ire1-alpha) (IRE1a) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]	Ern1 Ire1	Mus musculus (Mouse)	977
Q9ER00	Q9ER00	reviewed	STX12_MOUSE	Syntaxin-12	Stx12	Mus musculus (Mouse)	274
Q9ER38	Q9ER38	reviewed	TOR3A_MOUSE	Torsin-3A (ATP-dependent interferon-responsive protein) (Torsin family 3 member A)	Tor3a Adir	Mus musculus (Mouse)	385
Q9ER39	Q9ER39	reviewed	TOR1A_MOUSE	Torsin-1A (Dystonia 1 protein) (Torsin ATPase 1) (EC 3.6.4.-) (Torsin family 1 member A)	Tor1a Dyt1	Mus musculus (Mouse)	333
Q9ER41	Q9ER41	reviewed	TOR1B_MOUSE	Torsin-1B (Torsin ATPase-1B) (EC 3.6.4.-) (Torsin family 1 member B)	Tor1b	Mus musculus (Mouse)	336
Q9ER69	Q9ER69	reviewed	FL2D_MOUSE	Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (WT1-associated protein) (Wilms tumor 1-associating protein)	Wtap	Mus musculus (Mouse)	396
Q9ER72	Q9ER72	reviewed	SYCC_MOUSE	Cysteine--tRNA ligase, cytoplasmic (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	Cars1 Cars	Mus musculus (Mouse)	831
Q9ER73	Q9ER73	reviewed	ELP4_MOUSE	Elongator complex protein 4 (PAX6 neighbor gene protein)	Elp4 Paxneb	Mus musculus (Mouse)	422
Q9ER81	Q9ER81	reviewed	IFG15_MOUSE	Torsin-1A-interacting protein 2, isoform IFRG15 (15 kDa interferon-responsive protein) (IFRG15)	Tor1aip2 Ifrg15	Mus musculus (Mouse)	131
Q9ER88	Q9ER88	reviewed	RT29_MOUSE	Small ribosomal subunit protein mS29 (EC 3.6.5.-) (28S ribosomal protein S29, mitochondrial) (MRP-S29) (S29mt) (Death-associated protein 3) (DAP-3)	Dap3 Mrps29	Mus musculus (Mouse)	391
Q9ERA0-2	Q9ERA0	reviewed	TFCP2_MOUSE	Alpha-globin transcription factor CP2	Tfcp2 Tcfcp2	Mus musculus (Mouse)	502
Q9ERA6	Q9ERA6	reviewed	TFP11_MOUSE	Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1) (Tuftelin-interacting protein 39)	Tfip11 Stip Tip39	Mus musculus (Mouse)	838
Q9ERB0	Q9ERB0	reviewed	SNP29_MOUSE	Synaptosomal-associated protein 29 (SNAP-29) (Golgi SNARE of 32 kDa) (Gs32) (Soluble 29 kDa NSF attachment protein) (Vesicle-membrane fusion protein SNAP-29)	Snap29	Mus musculus (Mouse)	260
Q9ERD6-3	Q9ERD6	reviewed	RGPS2_MOUSE	Ras-specific guanine nucleotide-releasing factor RalGPS2 (Ral GEF with PH domain and SH3-binding motif 2) (RalA exchange factor RalGPS2)	Ralgps2	Mus musculus (Mouse)	590
Q9ERD7	Q9ERD7	reviewed	TBB3_MOUSE	Tubulin beta-3 chain	Tubb3	Mus musculus (Mouse)	450
Q9ERD8	Q9ERD8	reviewed	PARVG_MOUSE	Gamma-parvin	Parvg	Mus musculus (Mouse)	331
Q9ERE3	Q9ERE3	reviewed	SGK3_MOUSE	Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like)	Sgk3 Cisk Sgkl	Mus musculus (Mouse)	496
Q9ERE7	Q9ERE7	reviewed	MESD_MOUSE	LRP chaperone MESD (LDLR chaperone MESD) (Mesoderm development candidate 2) (Mesoderm development protein)	Mesd Mesdc2	Mus musculus (Mouse)	224
Q9ERF3	Q9ERF3	reviewed	SKI8_MOUSE	Superkiller complex protein 8 (Ski8) (Meiotic recombination REC14 protein homolog) (WD repeat-containing protein 61) [Cleaved into: Superkiller complex protein 8, N-terminally processed (WD repeat-containing protein 61, N-terminally processed)]	Skic8 Wdr61	Mus musculus (Mouse)	305
Q9ERG0-2	Q9ERG0	reviewed	LIMA1_MOUSE	LIM domain and actin-binding protein 1 (Epithelial protein lost in neoplasm) (mEPLIN)	Lima1 D15Ertd366e Eplin	Mus musculus (Mouse)	753
Q9ERH4	Q9ERH4	reviewed	NUSAP_MOUSE	Nucleolar and spindle-associated protein 1 (NuSAP)	Nusap1	Mus musculus (Mouse)	427
Q9ERI2	Q9ERI2	reviewed	RB27A_MOUSE	Ras-related protein Rab-27A (EC 3.6.5.2)	Rab27a	Mus musculus (Mouse)	221
Q9ERI5-2	Q9ERI5	reviewed	JMJD6_MOUSE	Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)	Jmjd6 Kiaa0585 Ptdsr	Mus musculus (Mouse)	403
Q9ERI6	Q9ERI6	reviewed	RDH14_MOUSE	Retinol dehydrogenase 14 (EC 1.1.1.300) (Alcohol dehydrogenase PAN2)	Rdh14 Pan2	Mus musculus (Mouse)	334
Q9ERK4	Q9ERK4	reviewed	XPO2_MOUSE	Exportin-2 (Exp2) (Chromosome segregation 1-like protein) (Importin-alpha re-exporter)	Cse1l Xpo2	Mus musculus (Mouse)	971
Q9ERL0	Q9ERL0	unreviewed	Q9ERL0_MOUSE	Btk-PH-domain binding protein (Myeloid/lymphoid or mixed-lineage leukemia (Trithorax homolog, Drosophila) translocated to, 1) (Myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1)	Mllt1	Mus musculus (Mouse)	547
Q9ERL7	Q9ERL7	reviewed	GMFG_MOUSE	Glia maturation factor gamma (GMF-gamma)	Gmfg	Mus musculus (Mouse)	142
Q9ERM2-2	Q9ERM2	reviewed	ICAM4_MOUSE	Intercellular adhesion molecule 4 (ICAM-4) (CD antigen CD242)	Icam4	Mus musculus (Mouse)	262
Q9ERN0	Q9ERN0	reviewed	SCAM2_MOUSE	Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2)	Scamp2	Mus musculus (Mouse)	329
Q9ERR1-2	Q9ERR1	reviewed	NDEL1_MOUSE	Nuclear distribution protein nudE-like 1 (Protein mNudE-like) (Protein Nudel) (mNudE-L)	Ndel1 Nudel	Mus musculus (Mouse)	345
Q9ERR7	Q9ERR7	reviewed	SEP15_MOUSE	Selenoprotein F (15 kDa selenoprotein)	Selenof Sep15	Mus musculus (Mouse)	162
Q9ERR8	Q9ERR8	reviewed	ZN319_MOUSE	Zinc finger protein 319	Znf319 Zfp319	Mus musculus (Mouse)	581
Q9ERS2	Q9ERS2	reviewed	NDUAD_MOUSE	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Cell death regulatory protein GRIM-19) (Complex I-B16.6) (CI-B16.6) (Gene associated with retinoic and interferon-induced mortality 19 protein) (GRIM-19) (Gene associated with retinoic and IFN-induced mortality 19 protein) (NADH-ubiquinone oxidoreductase B16.6 subunit)	Ndufa13 Grim19	Mus musculus (Mouse)	144
Q9ERS5	Q9ERS5	reviewed	PKHA2_MOUSE	Pleckstrin homology domain-containing family A member 2 (PH domain-containing family A member 2) (PH domain-containing adaptor PHAD47) (Tandem PH domain-containing protein 2) (TAPP-2)	Plekha2 Tapp2	Mus musculus (Mouse)	425
Q9ERU9	Q9ERU9	reviewed	RBP2_MOUSE	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2)	Ranbp2	Mus musculus (Mouse)	3053
Q9ERV1	Q9ERV1	reviewed	MKRN2_MOUSE	E3 ubiquitin-protein ligase makorin-2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase makorin-2)	Mkrn2	Mus musculus (Mouse)	416
Q9ERV7	Q9ERV7	reviewed	PIDD1_MOUSE	p53-induced death domain-containing protein 1 (EC 3.4.21.-) (Leucine-rich repeat and death domain-containing protein) [Cleaved into: PIDD-N; PIDD-C; PIDD-CC]	Pidd1 Lrdd Pidd	Mus musculus (Mouse)	915
Q9ERY9	Q9ERY9	reviewed	ERG28_MOUSE	Ergosterol biosynthetic protein 28 homolog	Erg28 Orf11	Mus musculus (Mouse)	140
Q9ERZ0	Q9ERZ0	reviewed	HEMGN_MOUSE	Hemogen (Hemopoietic gene protein) (Negative differentiation regulator protein) (mNDR)	Hemgn Ndr	Mus musculus (Mouse)	503
Q9ES00	Q9ES00	reviewed	UBE4B_MOUSE	Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2)	Ube4b Ufd2 Ufd2a	Mus musculus (Mouse)	1173
Q9ES28-8	Q9ES28	reviewed	ARHG7_MOUSE	Rho guanine nucleotide exchange factor 7 (Beta-Pix) (PAK-interacting exchange factor beta) (p85SPR)	Arhgef7 Kiaa0142 Pak3bp	Mus musculus (Mouse)	862
Q9ES34	Q9ES34	reviewed	UBE3B_MOUSE	Ubiquitin-protein ligase E3B (EC 2.3.2.26) (HECT-type ubiquitin transferase E3B)	Ube3b	Mus musculus (Mouse)	1070
Q9ES46	Q9ES46	reviewed	PARVB_MOUSE	Beta-parvin	Parvb	Mus musculus (Mouse)	365
Q9ES52-2	Q9ES52	reviewed	SHIP1_MOUSE	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship)	Inpp5d 7a33 Ship Ship1	Mus musculus (Mouse)	1191
Q9ES52-3	Q9ES52	reviewed	SHIP1_MOUSE	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship)	Inpp5d 7a33 Ship Ship1	Mus musculus (Mouse)	1191
Q9ES56	Q9ES56	reviewed	TPPC4_MOUSE	Trafficking protein particle complex subunit 4 (Synbindin) (TRS23 homolog)	Trappc4 Sbdn	Mus musculus (Mouse)	219
Q9ES57	Q9ES57	reviewed	MO2R1_MOUSE	Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1)	Cd200r1 Mox2r Ox2r	Mus musculus (Mouse)	326
Q9ES74	Q9ES74	reviewed	NEK7_MOUSE	Serine/threonine-protein kinase Nek7 (EC 2.7.11.34) (Never in mitosis A-related kinase 7) (NimA-related protein kinase 7)	Nek7	Mus musculus (Mouse)	302
Q9ES97-3	Q9ES97	reviewed	RTN3_MOUSE	Reticulon-3	Rtn3	Mus musculus (Mouse)	964
Q9ESC8	Q9ESC8	reviewed	AFF4_MOUSE	AF4/FMR2 family member 4	Aff4 Alf4	Mus musculus (Mouse)	1160
Q9ESD6-2	Q9ESD6	reviewed	CKLF7_MOUSE	CKLF-like MARVEL transmembrane domain-containing protein 7 (Chemokine-like factor superfamily member 7) (LNV)	Cmtm7 Cklfsf7 Lnv	Mus musculus (Mouse)	167
Q9ESD7-2	Q9ESD7	reviewed	DYSF_MOUSE	Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1)	Dysf Fer1l1	Mus musculus (Mouse)	2090
Q9ESE1	Q9ESE1	reviewed	LRBA_MOUSE	Lipopolysaccharide-responsive and beige-like anchor protein (Beige-like protein)	Lrba Bgl Lba	Mus musculus (Mouse)	2856
Q9ESG9	Q9ESG9	reviewed	PMYT1_MOUSE	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)	Pkmyt1 Myt1	Mus musculus (Mouse)	490
Q9ESJ0	Q9ESJ0	reviewed	XPO4_MOUSE	Exportin-4 (Exp4)	Xpo4 Kiaa1721	Mus musculus (Mouse)	1151
Q9ESJ4	Q9ESJ4	reviewed	SPN90_MOUSE	NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (VIP54) (90 kDa N-WASP-interacting protein) (90 kDa SH3 protein interacting with Nck) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-binding protein) (N-WASP-binding protein)	Nckipsd Spin90 Wasbp	Mus musculus (Mouse)	714
Q9ESK4	Q9ESK4	reviewed	ING2_MOUSE	Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (p33ING2)	Ing2 Ing1l	Mus musculus (Mouse)	281
Q9ESK9	Q9ESK9	reviewed	RBCC1_MOUSE	RB1-inducible coiled-coil protein 1 (Coiled-coil-forming protein 1) (FAK family kinase-interacting protein of 200 kDa) (FIP200) (LaXp180)	Rb1cc1 Cc1 Kiaa0203	Mus musculus (Mouse)	1588
Q9ESL4	Q9ESL4	reviewed	M3K20_MOUSE	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Leucine zipper- and sterile alpha motif kinase ZAK) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	Map3k20 Mltk Zak	Mus musculus (Mouse)	802
Q9ESL4-2	Q9ESL4	reviewed	M3K20_MOUSE	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Leucine zipper- and sterile alpha motif kinase ZAK) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	Map3k20 Mltk Zak	Mus musculus (Mouse)	802
Q9ESN6	Q9ESN6	reviewed	TRIM2_MOUSE	Tripartite motif-containing protein 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM2) (Neural activity-related RING finger protein) (RING-type E3 ubiquitin transferase TRIM2)	Trim2 Kiaa0517 Narf	Mus musculus (Mouse)	744
Q9ESN9-4	Q9ESN9	reviewed	JIP3_MOUSE	C-Jun-amino-terminal kinase-interacting protein 3 (JIP-3) (JNK-interacting protein 3) (JNK MAP kinase scaffold protein 3) (JNK/SAPK-associated protein 1) (JSAP1) (Mitogen-activated protein kinase 8-interacting protein 3) (Sunday driver 2)	Mapk8ip3 Jip3 Jsap1 Syd2	Mus musculus (Mouse)	1337
Q9ESP1	Q9ESP1	reviewed	SDF2L_MOUSE	Stromal cell-derived factor 2-like protein 1 (SDF2-like protein 1)	Sdf2l1	Mus musculus (Mouse)	221
Q9EST3-2	Q9EST3	reviewed	4ET_MOUSE	Eukaryotic translation initiation factor 4E transporter (4E-T) (eIF4E transporter) (CD40 ligand-activated specific transcript 4) (Eukaryotic translation initiation factor 4E nuclear import factor 1)	Eif4enif1 Clast4	Mus musculus (Mouse)	983
Q9EST4-3	Q9EST4	reviewed	PSMG2_MOUSE	Proteasome assembly chaperone 2 (CD40 ligand-activated specific transcript 3) (Proteasome chaperone homolog 2) (Pba2) (Tumor necrosis factor superfamily member 5-induced protein 1)	Psmg2 Clast3 Tnfsf5ip1	Mus musculus (Mouse)	264
Q9EST5	Q9EST5	reviewed	AN32B_MOUSE	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Proliferation-related acidic leucine-rich protein PAL31)	Anp32b Pal31	Mus musculus (Mouse)	272
Q9ESU6	Q9ESU6	reviewed	BRD4_MOUSE	Bromodomain-containing protein 4 (Mitotic chromosome-associated protein) (MCAP)	Brd4 Mcap	Mus musculus (Mouse)	1400
Q9ESU7	Q9ESU7	unreviewed	Q9ESU7_MOUSE	Amino acid transporter	Slc1a5	Mus musculus (Mouse)	555
Q9ESV0	Q9ESV0	reviewed	DDX24_MOUSE	ATP-dependent RNA helicase DDX24 (EC 3.6.4.13) (DEAD box protein 24)	Ddx24	Mus musculus (Mouse)	857
Q9ESW4	Q9ESW4	reviewed	AGK_MOUSE	Acylglycerol kinase, mitochondrial (EC 2.7.1.107) (EC 2.7.1.138) (EC 2.7.1.94) (Multiple substrate lipid kinase) (MuLK) (Multi-substrate lipid kinase)	Agk Mulk	Mus musculus (Mouse)	421
Q9ESW8	Q9ESW8	reviewed	PGPI_MOUSE	Pyroglutamyl-peptidase 1 (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl aminopeptidase I) (PAP-I) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrrolidone-carboxylate peptidase)	Pgpep1 Pgpi	Mus musculus (Mouse)	209
Q9ESX4-2	Q9ESX4	reviewed	ZCC17_MOUSE	Zinc finger CCHC domain-containing protein 17 (Nucleolar protein of 40 kDa) (pNO40) (Putative S1 RNA-binding domain protein) (PS1D protein)	Zcchc17 Ps1d Ldc4	Mus musculus (Mouse)	241
Q9ESX5	Q9ESX5	reviewed	DKC1_MOUSE	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	Dkc1	Mus musculus (Mouse)	509
Q9ET01	Q9ET01	reviewed	PYGL_MOUSE	Glycogen phosphorylase, liver form (EC 2.4.1.1)	Pygl	Mus musculus (Mouse)	850
Q9ET22	Q9ET22	reviewed	DPP2_MOUSE	Dipeptidyl peptidase 2 (EC 3.4.14.2) (Dipeptidyl aminopeptidase II) (Dipeptidyl peptidase 7) (Dipeptidyl peptidase II) (DPP II) (Quiescent cell proline dipeptidase)	Dpp7 Dpp2 Qpp	Mus musculus (Mouse)	506
Q9ET26	Q9ET26	reviewed	RN114_MOUSE	E3 ubiquitin-protein ligase RNF114 (EC 2.3.2.27) (RING finger protein 114) (RING-type E3 ubiquitin transferase RNF114) (Zinc finger protein 228) (Zinc finger protein 313)	Rnf114 Zfp228 Zfp313 Znf228 Znf313	Mus musculus (Mouse)	229
